coddept,codmpio,codpoblado,department,municipio,refined_name_key
73,73152,73152000,TOLIMA,CASABIANCA,casabianca
73,73168,73168000,TOLIMA,CHAPARRAL,chaparral
73,73200,73200000,TOLIMA,COELLO,coello
73,73217,73217000,TOLIMA,COYAIMA,coyaima
73,73226,73226000,TOLIMA,CUNDAY,cunday
73,73236,73236000,TOLIMA,DOLORES,dolores
73,73268,73268000,TOLIMA,ESPINAL,espinal
73,73270,73270000,TOLIMA,FALAN,falan
73,73275,73275000,TOLIMA,FLANDES,flandes
73,73283,73283000,TOLIMA,FRESNO,fresno
73,73319,73319000,TOLIMA,GUAMO,guamo
73,73347,73347000,TOLIMA,HERVEO,herveo
73,73349,73349000,TOLIMA,HONDA,honda
73,73352,73352000,TOLIMA,ICONONZO,icononzo
73,73408,73408000,TOLIMA,Lï¿_RIDA,l_rida
73,73411,73411000,TOLIMA,Lï¿_BANO,lï¿_bano
73,73443,73443000,TOLIMA,SAN SEBASTIï¿_N DE MARIQUITA,san sebastiï¿_n de mariquita
73,73449,73449000,TOLIMA,MELGAR,melgar
73,73461,73461000,TOLIMA,MURILLO,murillo
73,73483,73483000,TOLIMA,NATAGAIMA,natagaima
73,73504,73504000,TOLIMA,ORTEGA,ortega
73,73520,73520000,TOLIMA,PALOCABILDO,palocabildo
73,73547,73547000,TOLIMA,PIEDRAS,piedras
73,73555,73555000,TOLIMA,PLANADAS,planadas
73,73563,73563000,TOLIMA,PRADO,prado
73,73585,73585000,TOLIMA,PURIFICACIï¿_N,purificaciï¿_n
73,73616,73616000,TOLIMA,RIOBLANCO,rioblanco
73,73622,73622000,TOLIMA,RONCESVALLES,roncesvalles
73,73624,73624000,TOLIMA,ROVIRA,rovira
73,73671,73671000,TOLIMA,SALDAï¿_A,saldaï¿_a
73,73675,73675000,TOLIMA,SAN ANTONIO,san antonio
73,73678,73678000,TOLIMA,SAN LUIS,san luis
73,73686,73686000,TOLIMA,SANTA ISABEL,santa isabel
73,73770,73770000,TOLIMA,SUï¿_REZ,suarez
73,73854,73854000,TOLIMA,VALLE DE SAN JUAN,valle de san juan
73,73861,73861000,TOLIMA,VENADILLO,venadillo
73,73870,73870000,TOLIMA,VILLAHERMOSA,villahermosa
73,73873,73873000,TOLIMA,VILLARRICA,villa rica
76,76001,76001000,VALLE DEL CAUCA,CALI,cali
76,76020,76020000,VALLE DEL CAUCA,ALCALï¿_,alcalï¿_
76,76036,76036000,VALLE DEL CAUCA,ANDALUCï¿_A,andalucï¿_a
76,76041,76041000,VALLE DEL CAUCA,ANSERMANUEVO,ansermanuevo
76,76054,76054000,VALLE DEL CAUCA,ARGELIA,argelia
76,76100,76100000,VALLE DEL CAUCA,BOLï¿_VAR,bolï¿_var
76,76109,76109000,VALLE DEL CAUCA,BUENAVENTURA,buenaventura
76,76111,76111000,VALLE DEL CAUCA,GUADALAJARA DE BUGA,guadalajara de buga
76,76113,76113000,VALLE DEL CAUCA,BUGALAGRANDE,bugalagrande
76,76122,76122000,VALLE DEL CAUCA,CAICEDONIA,caicedonia
76,76126,76126000,VALLE DEL CAUCA,CALIMA,calima
76,76130,76130000,VALLE DEL CAUCA,CANDELARIA,candelaria
76,76147,76147000,VALLE DEL CAUCA,CARTAGO,cartago
76,76233,76233000,VALLE DEL CAUCA,DAGUA,dagua
76,76243,76243000,VALLE DEL CAUCA,EL ï¿_GUILA,el ï¿_guila
76,76246,76246000,VALLE DEL CAUCA,EL CAIRO,el cairo
76,76248,76248000,VALLE DEL CAUCA,EL CERRITO,el cerrito
76,76250,76250000,VALLE DEL CAUCA,EL DOVIO,el dovio
76,76275,76275000,VALLE DEL CAUCA,FLORIDA,florida
76,76306,76306000,VALLE DEL CAUCA,GINEBRA,ginebra
76,76318,76318000,VALLE DEL CAUCA,GUACARï¿_,guacarï¿_
76,76364,76364000,VALLE DEL CAUCA,JAMUNDï¿_,jamundï¿_
76,76377,76377000,VALLE DEL CAUCA,LA CUMBRE,la cumbre
76,76400,76400000,VALLE DEL CAUCA,LA UNIï¿_N,la uniï¿_n
76,76403,76403000,VALLE DEL CAUCA,LA VICTORIA,la victoria
76,76497,76497000,VALLE DEL CAUCA,OBANDO,obando
76,76520,76520000,VALLE DEL CAUCA,PALMIRA,palmira
76,76563,76563000,VALLE DEL CAUCA,PRADERA,pradera
76,76606,76606000,VALLE DEL CAUCA,RESTREPO,restrepo
76,76616,76616000,VALLE DEL CAUCA,RIOFRï¿_O,riofrï¿_o
76,76622,76622000,VALLE DEL CAUCA,ROLDANILLO,roldanillo
76,76670,76670000,VALLE DEL CAUCA,SAN PEDRO,san pedro
76,76736,76736000,VALLE DEL CAUCA,SEVILLA,sevilla
76,76823,76823000,VALLE DEL CAUCA,TORO,toro
76,76828,76828000,VALLE DEL CAUCA,TRUJILLO,trujillo
76,76834,76834000,VALLE DEL CAUCA,TULUï¿_,tuluï¿_
76,76845,76845000,VALLE DEL CAUCA,ULLOA,ulloa
76,76863,76863000,VALLE DEL CAUCA,VERSALLES,versalles
76,76869,76869000,VALLE DEL CAUCA,VIJES,vijes
76,76890,76890000,VALLE DEL CAUCA,YOTOCO,yotoco
76,76892,76892000,VALLE DEL CAUCA,YUMBO,yumbo
76,76895,76895000,VALLE DEL CAUCA,ZARZAL,zarzal
81,81001,81001000,ARAUCA,ARAUCA,arauca
81,81065,81065000,ARAUCA,ARAUQUITA,arauquita
81,81220,81220000,ARAUCA,CRAVO NORTE,cravo norte
81,81300,81300000,ARAUCA,FORTUL,fortul
81,81591,81591000,ARAUCA,PUERTO RONDï¿_N,puerto rondï¿_n
81,81736,81736000,ARAUCA,SARAVENA,saravena
81,81794,81794000,ARAUCA,TAME,tame
85,85001,85001000,CASANARE,YOPAL,yopal
85,85010,85010000,CASANARE,AGUAZUL,aguazul
85,85015,85015000,CASANARE,CHï¿_MEZA,chï¿_meza
85,85125,85125000,CASANARE,HATO COROZAL,hato corozal
85,85136,85136000,CASANARE,LA SALINA,la salina
85,85139,85139000,CASANARE,MANï¿_,manï¿_
85,85162,85162000,CASANARE,MONTERREY,monterrey
85,85225,85225000,CASANARE,NUNCHï¿_A,nunchï¿_a
85,85230,85230000,CASANARE,OROCUï¿_,orocuï¿_
85,85250,85250000,CASANARE,PAZ DE ARIPORO,paz de ariporo
85,85263,85263000,CASANARE,PORE,pore
85,85279,85279000,CASANARE,RECETOR,recetor
85,85300,85300000,CASANARE,SABANALARGA,sabanalarga
85,85315,85315000,CASANARE,Sï¿_CAMA,samacï¿_
85,85325,85325000,CASANARE,SAN LUIS DE PALENQUE,san luis de palenque
85,85400,85400000,CASANARE,Tï¿_MARA,tï¿_mara
85,85410,85410000,CASANARE,TAURAMENA,tauramena
85,85430,85430000,CASANARE,TRINIDAD,trinidad
85,85440,85440000,CASANARE,VILLANUEVA,villanueva
86,86001,86001000,PUTUMAYO,MOCOA,mocoa
86,86219,86219000,PUTUMAYO,COLï¿_N,colï¿_n
86,86320,86320000,PUTUMAYO,ORITO,orito
86,86568,86568000,PUTUMAYO,PUERTO ASï¿_S,puerto asï¿_s
86,86569,86569000,PUTUMAYO,PUERTO CAICEDO,puerto caicedo
86,86571,86571000,PUTUMAYO,PUERTO GUZMï¿_N,puerto guzmï¿_n
86,86573,86573000,PUTUMAYO,PUERTO LEGUï¿_ZAMO,puerto leguizamo
86,86749,86749000,PUTUMAYO,SIBUNDOY,sibundoy
86,86755,86755000,PUTUMAYO,SAN FRANCISCO,san francisco
86,86757,86757000,PUTUMAYO,SAN MIGUEL,san miguel
86,86760,86760000,PUTUMAYO,SANTIAGO,santiago
86,86865,86865000,PUTUMAYO,VALLE DEL GUAMUEZ,valle del guamuez
86,86885,86885000,PUTUMAYO,VILLAGARZï¿_N,villagarzï¿_n
88,88001,88001000,"ARCHIPIï¿_LAGO DE SAN ANDRï¿_S, PROVIDENCIA Y ",SAN ANDRï¿_S,san andr_s
88,88564,88564000,"ARCHIPIï¿_LAGO DE SAN ANDRï¿_S, PROVIDENCIA Y ",PROVIDENCIA,providencia
91,91001,91001000,AMAZONAS,LETICIA,leticia
91,91263,91263000,AMAZONAS,EL ENCANTO,el encanto
91,91405,91405000,AMAZONAS,LA CHORRERA,la chorrera
91,91407,91407000,AMAZONAS,LA PEDRERA,la pedrera
91,91430,91430000,AMAZONAS,LA VICTORIA,la victoria
91,91460,91460000,AMAZONAS,MIRITï¿_ - PARANï¿_,miritï¿_ - paranï¿_
91,91530,91530000,AMAZONAS,PUERTO ALEGRï¿_A,puerto alegrï¿_a
91,91536,91536000,AMAZONAS,PUERTO ARICA,puerto arica
91,91540,91540000,AMAZONAS,PUERTO NARIï¿_O,puerto nariï¿_o
91,91669,91669000,AMAZONAS,PUERTO SANTANDER,puerto santander
91,91798,91798000,AMAZONAS,TARAPACï¿_,tarapacï¿_
94,94001,94001000,GUAINï¿_A,INï¿_RIDA,inï¿_rida
94,94343,94343000,GUAINï¿_A,BARRANCO MINAS,barranco minas
94,94663,94663000,GUAINï¿_A,MAPIRIPANA,mapiripï¿_n
94,94883,94883000,GUAINï¿_A,SAN FELIPE,san felipe
94,94884,94884000,GUAINï¿_A,PUERTO COLOMBIA,puerto colombia
94,94885,94885000,GUAINï¿_A,LA GUADALUPE,la guadalupe
94,94886,94886000,GUAINï¿_A,CACAHUAL,cacahual
94,94887,94887000,GUAINï¿_A,PANA PANA,pana pana
94,94888,94888000,GUAINï¿_A,MORICHAL,morichal
95,95001,95001000,GUAVIARE,SAN JOSï¿_ DEL GUAVIARE,san jos_ del guaviare
95,95015,95015000,GUAVIARE,CALAMAR,calamar
95,95025,95025000,GUAVIARE,EL RETORNO,el retorno
95,95200,95200000,GUAVIARE,MIRAFLORES,miraflores
97,97001,97001000,VAUPï¿_S,MITï¿_,mitï¿_
97,97161,97161000,VAUPï¿_S,CARURï¿_,carurï¿_
97,97511,97511000,VAUPï¿_S,PACOA,pacoa
97,97666,97666000,VAUPï¿_S,TARAIRA,taraira
97,97777,97777000,VAUPï¿_S,PAPUNAUA,papunaua
97,97889,97889000,VAUPï¿_S,YAVARATï¿_,yavaratï¿_
99,99001,99001000,VICHADA,PUERTO CARREï¿_O,puerto carreï¿_o
99,99524,99524000,VICHADA,LA PRIMAVERA,la primavera
99,99624,99624000,VICHADA,SANTA ROSALï¿_A,santa rosalia
99,99773,99773000,VICHADA,CUMARIBO,cumaribo
,,,,Albania,albania
,,,,Algeciras,algeciras
,,,,Apartadï¿_,apartadï¿_
,,,,Barrancabermeja,barrancabermeja
,,,,Berlin,berlin
,,,,Bogotï¿_ D.C.,bogotï¿_ d.c.
,,,,Cachinay,cachipay
,,,,Caldono ,caldono
,,,,Cali,cali
,,,,Caucasia,caucasia
,,,,Chigorodï¿_,chigorodï¿_
,,,,Cimitarra,cimitarra
,,,,Curillo,curillo
,,,,El Paujil,el paujil
,,,,Florencia,florencia
,,,,Floriï¿_n,floriï¿_n
,,,,Fortul,fortul
,,,,Icononzo,icononzo
,,,,Jambalï¿_,jambalï¿_
,,,,La Dorada,la dorada
,,,,Medellï¿_n,medellï¿_n
,,,,Melgar,melgar
,,,,Mesetas,mesetas
,,,,Mutatï¿_,mutatï¿_
,,,,Neiva ,neiva
,,,,Otanche,otanche
,,,,Pitalito,pitalito
,,,,Planadas,planadas
,,,,Puerto Asï¿_s,puerto asï¿_s
,,,,Puerto Berrï¿_o,puerto berrï¿_o
,,,,Puerto Nare,puerto nare
,,,,Puerto Rico,puerto rico
,,,,Puerto Tejada,puerto tejada
,,,,Puerto Triunfo,puerto triunfo
,,,,San Francisco,san francisco
,,,,San Jos_ del Fragua ,san jos_ del fragua
,,,,San Jos_ del Guaviare,san jos_ del guaviare
,,,,San Juan Bosco,san juan bosco
,,,,San Juan de Arama,san juan de arama
,,,,San Pedro de Urabï¿_,san pedro de urabï¿_
,,,,San Vicente de Chucuri,san vicente de chucuri
,,,,San Vicente del Caguï¿_n,san vicente del caguï¿_n
,,,,Santa Elena del Opï¿_n,santa elena del opï¿_n
,,,,Santander de Quilichao,santander de quilichao
,,,,Saravena,saravena
,,,,Suratï¿_,suratï¿_
,,,,Tierradentro,tierradentro
,,,,Turbo,turbo
,,,,Tutasï¿_,tutazï¿_
,,,,Uribe,uribe
,,,,Valledupar,valledupar
,,,,V_lez,v_lez
,,,,Venecia,venecia
,,,,Yacopï¿_,yacopï¿_
,,,,Yurayacï¿_,yurayacï¿_
,,,,Aguachica,aguachica
,,,,Aguada,aguada
,,,,Algeciras,algeciras
,,,,Argelia,argelia
,,,,Barrancabermeja,barrancabermeja
,,,,Bel_n de los Andaquï¿_es,bel_n de los andaquï¿_es
,,,,Bogotï¿_ D.C.,bogotï¿_ d.c.
,,,,Bolï¿_var,bolï¿_var
,,,,Cali,cali
,,,,Campamento,campamento
,,,,Caracolï¿_,caracolï¿_
,,,,Cartagena del Chairï¿_,cartagena del chairï¿_
,,,,Cartago,cartago
,,,,Caucasia,caucasia
,,,,Ceret_,ceret_
,,,,Cerromatoso,cerromatoso
,,,,Chivolo,chivolo
,,,,Chocontï¿_,chocontï¿_
,,,,Cimitarra,cimitarra
,,,,Cï¿_cuta,cï¿_cuta
,,,,Curillo,curillo
,,,,El Doncello,el doncello
,,,,El Paujil,el paujil
,,,,Florencia,florencia
,,,,Floriï¿_n ,floriï¿_n
,,,,Gamarra,gamarra
,,,,Garzï¿_n,garzï¿_n
,,,,Guamo,guamo
,,,,Honda,honda
,,,,Ibague,ibague
,,,,Icononzo,icononzo
,,,,Itsmina,itsmina
,,,,La Argentina,la argentina
,,,,La Dorada,la dorada
,,,,Landï¿_zuri,landï¿_zuri
,,,,Lï¿_bano,lï¿_bano
,,,,Maicao,maicao
,,,,Manizales,manizales
,,,,Mariquita,mariquita
,,,,Maticurï¿_,maticurï¿_
,,,,Medellï¿_n,medellï¿_n
,,,,Melgar,melgar
,,,,Mocoa,mocoa
,,,,Monterï¿_a,monterï¿_a
,,,,Mutatï¿_,mutatï¿_
,,,,Neiva,neiva
,,,,Pereira,pereira
,,,,Popayï¿_n,popayï¿_n
,,,,Puerto Asï¿_s,puerto asï¿_s
,,,,Puerto Berrï¿_o,puerto berrï¿_o
,,,,Puerto Boyacï¿_,puerto boyacï¿_
,,,,Puerto Gaitï¿_n,puerto gaitï¿_n
,,,,Puerto Rico,puerto rico
,,,,Puerto Triunfo,puerto triunfo
,,,,Puerto Wilches,puerto wilches
,,,,Sabana de Torres,sabana de torres
,,,,Sabanagrande,sabanagrande
,,,,Samanï¿_,samanï¿_
,,,,San Francisco,san francisco
,,,,San Martï¿_n,san martï¿_n
,,,,San Vicente de Chucuri,san vicente de chucuri
,,,,San Vicente del Caguï¿_n,san vicente del caguï¿_n
,,,,Santa Elena del Opï¿_n,santa elena del opï¿_n
,,,,Segovia,segovia
,,,,Simacota,simacota
,,,,Solita,solita
,,,,Sonsï¿_n,sonsï¿_n
,,,,Sucre,sucre
,,,,Tarazï¿_,tarazï¿_
,,,,Toribï¿_o,toribï¿_o
,,,,Tï¿_querres,tï¿_querres
,,,,Turbo,turbo
,,,,Valledupar,valledupar
,,,,Ventaquemada,ventaquemada
,,,,Yacopï¿_,yacopï¿_
,,,,Yumbo,yumbo
,,,,Zipaquirï¿_,zipaquirï¿_
,,,,Aguachica,aguachica
,,,,Apartadï¿_,apartadï¿_
,,,,Armenia,armenia
,,,,Barbosa,barbosa
,,,,Barrancabermeja,barrancabermeja
,,,,Bogotï¿_ D.C.,bogotï¿_ d.c.
,,,,Bolï¿_var,bolï¿_var
,,,,Bucaramanga,bucaramanga
,,,,Buenaventura,buenaventura
,,,,Cali,cali
,,,,Carcasi,carcasi
,,,,Cartagena,cartagena
,,,,Cartago,cartago
,,,,Chaparral,chaparral
,,,,Chigorodï¿_,chigorodï¿_
,,,,Cimitarra,cimitarra
,,,,El Bagre,el bagre
,,,,El Doncello,el doncello
,,,,Florencia,florencia
,,,,Fresno,fresno
,,,,Girï¿_n,girï¿_n
,,,,Ibague,ibague
,,,,Itagï¿_ï¿_,itagï¿_ï¿_
,,,,Jardï¿_n,jardï¿_n
,,,,La Victoria,la victoria
,,,,Landï¿_zuri,landï¿_zuri
,,,,L_rida ,l_rida
,,,,Maceo,maceo
,,,,Malambo,malambo
,,,,Manizales ,manizales
,,,,Medellï¿_n,medellï¿_n
,,,,Melgar,melgar
,,,,Mogotes,mogotes
,,,,Mutatï¿_,mutatï¿_
,,,,Pensilvania,pensilvania
,,,,Popayï¿_n,popayï¿_n
,,,,Puerto Asï¿_s,puerto asï¿_s
,,,,Puerto Berrï¿_o,puerto berrï¿_o
,,,,Puerto Boyacï¿_,puerto boyacï¿_
,,,,Puerto Nare,puerto nare
,,,,Puerto Triunfo,puerto triunfo
,,,,Riohacha,riohacha
,,,,Sabana de Torres,sabana de torres
,,,,San Alberto,san alberto
,,,,San Carlos,san carlos
,,,,San Jos_ del Guaviare,san jos_ del guaviare
,,,,San Vicente de Chucuri,san vicente de chucuri
,,,,San Vicente del Caguï¿_n,san vicente del caguï¿_n
,,,,Santa Elena del Opï¿_n,santa elena del opï¿_n
,,,,Santa Marta,santa marta
,,,,Saravena,saravena
,,,,Segovia,segovia
,,,,Suaita,suaita
,,,,Tame,tame
,,,,Turbo,turbo
,,,,Valledupar,valledupar
,,,,Villavicencio,villavicencio
,,,,Yacopï¿_,yacopï¿_
,,,,Yolombï¿_,yolombï¿_
,,,,Yondï¿_,yondï¿_
,,,,Yumbo,yumbo
,,,,Abriaquï¿_,abriaquï¿_
,,,,Agustï¿_n Codazzi,agustï¿_n codazzi
,,,,Anserma,anserma
,,,,Apartadï¿_,apartadï¿_
,,,,Arauca,arauca
,,,,Arauquita,arauquita
,,,,Balboa,balboa
,,,,Barrancabermeja,barrancabermeja
,,,,Barranquilla,barranquilla
,,,,Bel_n de Umbrï¿_a,bel_n de umbrï¿_a
,,,,Betulia,betulia
,,,,Bogotï¿_ D.C.,bogotï¿_ d.c.
,,,,Bolï¿_var,bolï¿_var
,,,,Bucaramanga,bucaramanga
,,,,Buriticï¿_,buriticï¿_
,,,,Cajibio,cajibio
,,,,Cali,cali
,,,,Caloto,caloto
,,,,Carmen de Viboral y San Carlos ,carmen de viboral
,,,,Cartagena del Chairï¿_ ,cartagena del chairï¿_
,,,,Charalï¿_,charalï¿_
,,,,Chigorodï¿_,chigorodï¿_
,,,,Cimitarra,cimitarra
,,,,Circasia,circasia
,,,,Colombia,colombia
,,,,Corinto,corinto
,,,,Coyaima,coyaima
,,,,El Paujil,el paujil
,,,,El Retorno ,el retorno
,,,,Enciso,enciso
,,,,Envigado,envigado
,,,,Florencia,florencia
,,,,Floriï¿_n ,floriï¿_n
,,,,Florida,florida
,,,,Floridablanca,floridablanca
,,,,Fredonia,fredonia
,,,,Girardota,girardota
,,,,Girï¿_n,girï¿_n
,,,,Guavatï¿_,guavatï¿_
,,,,Itagï¿_ï¿_,itagï¿_ï¿_
,,,,Jambalï¿_,jambalï¿_
,,,,La Argentina,la argentina
,,,,La Cumbre,la cumbre
,,,,La Paz,la paz
,,,,Landï¿_zuri,landï¿_zuri
,,,,Lebrija,lebrija
,,,,Maripï¿_,maripï¿_
,,,,Mariquita,mariquita
,,,,Medellï¿_n,medellï¿_n
,,,,Mercaderes ,mercaderes
,,,,Mocoa,mocoa
,,,,Morales,morales
,,,,Murindï¿_,murindï¿_
,,,,Necoclï¿_,necoclï¿_
,,,,Neiva,neiva
,,,,Nuevo Colï¿_n,nuevo colï¿_n
,,,,Pï¿_ez,pï¿_ez
,,,,Palmira,palmira
,,,,Pamplona,pamplona
,,,,Patia (El Bordo),patia (el bordo)
,,,,Pauna,pauna
,,,,Peque,peque
,,,,Pereira,pereira
,,,,Popayï¿_n,popayï¿_n
,,,,Puerto Berrï¿_o,puerto berrï¿_o
,,,,Puerto Boyacï¿_,puerto boyacï¿_
,,,,Puerto Libertador,puerto libertador
,,,,Puerto Parra,puerto parra
,,,,Quinchia,quinchia
,,,,Riohacha,riohacha
,,,,Sabana de Torres,sabana de torres
,,,,San Jos_ del Guaviare,san jos_ del guaviare
,,,,San Martï¿_n,san martï¿_n
,,,,San Pedro de Urabï¿_,san pedro de urabï¿_
,,,,San Vicente de Chucuri,san vicente de chucuri
,,,,Santa Marta ,santa marta
,,,,Santander de Quilichao,santander de quilichao
,,,,Saravena,saravena
,,,,Sevilla,sevilla
,,,,Silvia ,silvia
,,,,Solita,solita
,,,,Suaza,suaza
,,,,Tame,tame
,,,,Tibï¿_,tibï¿_
,,,,Tona,tona
,,,,Toribï¿_o,toribï¿_o
,,,,Tuluï¿_,tuluï¿_
,,,,Tunja,tunja
,,,,Turbo,turbo
,,,,Uramita,uramita
,,,,Valdivia,valdivia
,,,,Valledupar,valledupar
,,,,V_lez,v_lez
,,,,Vergara ,vergara
,,,,Victoria,victoria
,,,,Villavicencio,villavicencio
,,,,Viotï¿_,viotï¿_
,,,,Vista Hermosa,vista hermosa
,,,,Yacopï¿_,yacopï¿_
,,,,Yumbo,yumbo
,,,,Acevedo,acevedo
,,,,Aipe,aipe
,,,,Algeciras,algeciras
,,,,Almaguer,almaguer
,,,,Apartadï¿_,apartadï¿_
,,,,Armero,armero guayabal
,,,,Barrancabermeja,barrancabermeja
,,,,Becerril,becerril
,,,,Bogotï¿_ D.C.,bogotï¿_ d.c.
,,,,Bolï¿_var,bolï¿_var
,,,,Buga,buga
,,,,Cï¿_ceres,cï¿_ceres
,,,,Cachirï¿_,cachira
,,,,Cali,cali
,,,,Caloto,caloto
,,,,Candelaria,candelaria
,,,,Carepa,carepa
,,,,Cartagena del Chairï¿_,cartagena del chairï¿_
,,,,Chigorodï¿_,chigorodï¿_
,,,,Cimitarra,cimitarra
,,,,Cocornï¿_,cocornï¿_
,,,,Corinto,corinto
,,,,Dagua,dagua
,,,,El Doncello,el doncello
,,,,El Paujil,el paujil
,,,,El Playï¿_n,el playï¿_n
,,,,El Tambo,el tambo
,,,,Florencia,florencia
,,,,Floriï¿_n,floriï¿_n
,,,,Floriï¿_n ,floriï¿_n
,,,,Frontino,frontino
,,,,Garzï¿_n,garzï¿_n
,,,,Gramalote,gramalote
,,,,Granada,granada
,,,,Guavatï¿_,guavatï¿_
,,,,Heliconia,heliconia
,,,,Isnos,isnos
,,,,Itagï¿_ï¿_,itagï¿_ï¿_
,,,,Jamundï¿_,jamundï¿_
,,,,Jos_ de Ocun_,jos_ de ocun_
,,,,La Palma,la palma
,,,,La Paz,la paz
,,,,La Vega,la vega
,,,,La Victoria,la victoria
,,,,Lebrija,lebrija
,,,,Luruaco,luruaco
,,,,Manizales,manizales
,,,,Mariquita,mariquita
,,,,Medellï¿_n,medellï¿_n
,,,,Monterï¿_a,monterï¿_a
,,,,Morales,morales
,,,,Mutatï¿_,mutatï¿_
,,,,Neiva,neiva
,,,,Obando,obando
,,,,Otanche,otanche
,,,,Palermo,palermo
,,,,Palestina,palestina
,,,,Palmira,palmira
,,,,Patia (El Bordo),patia (el bordo)
,,,,Pauna,pauna
,,,,Pitalito,pitalito
,,,,Planadas,planadas
,,,,Popayï¿_n,popayï¿_n
,,,,Puente Nacional,puente nacional
,,,,Puerto Berrï¿_o,puerto berrï¿_o
,,,,Puerto Boyacï¿_,puerto boyacï¿_
,,,,Puerto Gaitï¿_n,puerto gaitï¿_n
,,,,Puerto Parra,puerto parra
,,,,Puerto Wilches,puerto wilches
,,,,Riohacha,riohacha
,,,,Rionegro,rionegro
,,,,Sabana de Torres,sabana de torres
,,,,San Agustï¿_n,san agustï¿_n
,,,,San Alberto,san alberto
,,,,San Gil,san gil
,,,,San Pablo,san pablo
,,,,San Pedro de Urabï¿_,san pedro de urabï¿_
,,,,San Sebastiï¿_n,san sebastiï¿_n
,,,,San Vicente de Chucuri,san vicente de chucuri
,,,,Santander de Quilichao,santander de quilichao
,,,,Saravena,saravena
,,,,Simacota,simacota
,,,,Simitï¿_,simitï¿_
,,,,Sucre,sucre
,,,,Tame,tame
,,,,Tï¿_mesis,tï¿_mesis
,,,,Tello,tello
,,,,Tibï¿_,tibï¿_
,,,,Tierradentro,tierradentro
,,,,Timanï¿_,timanï¿_
,,,,Turbo,turbo
,,,,Valdivia,valdivia
,,,,Valledupar,valledupar
,,,,Venecia,venecia
,,,,Yacopï¿_,yacopï¿_
,,,,Yumbo,yumbo
,,,,Zipaquirï¿_,zipaquirï¿_
,,,,Acacï¿_as,acacï¿_as
,,,,Aguachica,aguachica
,,,,Aguadas,aguadas
,,,,Algeciras,algeciras
,,,,Almaguer,almaguer
,,,,Amagï¿_,amagï¿_
,,,,Andes,andes
,,,,Apartadï¿_,apartadï¿_
,,,,Arauquita,arauquita
,,,,Argelia,argelia
,,,,Armenia,armenia
,,,,Balboa,balboa
,,,,Barbosa,barbosa
,,,,Barrancabermeja,barrancabermeja
,,,,Betulia,betulia
,,,,Bogotï¿_ D.C.,bogotï¿_ d.c.
,,,,Bolï¿_var,bolï¿_var
,,,,Bucaramanga,bucaramanga
,,,,Buenaventura,buenaventura
,,,,Bugalagrande,bugalagrande
,,,,Cajibio,cajibio
,,,,Caldas,caldas
,,,,Cali,cali
,,,,Campoalegre,campoalegre
,,,,Candelaria,candelaria
,,,,Caracolï¿_,caracolï¿_
,,,,Cartagena,cartagena
,,,,Cartago,cartago
,,,,Caucasia,caucasia
,,,,Cerrito,cerrito
,,,,Charta,charta
,,,,Chigorodï¿_,chigorodï¿_
,,,,Chipatï¿_,chipatï¿_
,,,,Cimitarra,cimitarra
,,,,Circasia,circasia
,,,,Cocornï¿_,cocornï¿_
,,,,Corinto,corinto
,,,,Corozal,corozal
,,,,Cubarral,cubarral
,,,,Cunday,cunday
,,,,Dosquebradas,dosquebradas
,,,,El Carmen de Chucurï¿_,el carmen de chucurï¿_
,,,,El Tambo,el tambo
,,,,Florencia,florencia
,,,,Florida,florida
,,,,Gigante,gigante
,,,,Granada,granada
,,,,Guacarï¿_,guacarï¿_
,,,,Ibague,ibague
,,,,Inzï¿_,inzï¿_
,,,,Itagï¿_ï¿_,itagï¿_ï¿_
,,,,La Macarena,la macarena
,,,,La Montaï¿_ita,la montaï¿_ita
,,,,La Paz,la paz
,,,,La Tebaï¿_da,la tebaï¿_da
,,,,Manizales,manizales
,,,,Mariquita,mariquita
,,,,Matanza,matanza
,,,,Medellï¿_n,medellï¿_n
,,,,Miranda,miranda
,,,,Mocoa,mocoa
,,,,Montenegro,montenegro
,,,,Morales,morales
,,,,Murindï¿_,murindï¿_
,,,,Mutatï¿_,mutatï¿_
,,,,Muzo,muzo
,,,,Natagaima,natagaima
,,,,Necoclï¿_,necoclï¿_
,,,,Ocaï¿_a,ocaï¿_a
,,,,Paime,paime
,,,,Palermo,palermo
,,,,Palmira,palmira
,,,,Pasto,pasto
,,,,Patia (El Bordo),patia (el bordo)
,,,,Paz de Ariporo,paz de ariporo
,,,,Pereira,pereira
,,,,Planadas,planadas
,,,,Pueblo Rico,pueblo rico
,,,,Puerto Berrï¿_o,puerto berrï¿_o
,,,,Puerto Boyacï¿_,puerto boyacï¿_
,,,,Puerto Gaitï¿_n,puerto gaitï¿_n
,,,,Puerto Lleras,puerto lleras
,,,,Puerto Nare,puerto nare
,,,,Puerto Parra,puerto parra
,,,,Rioblanco,rioblanco
,,,,Riofrï¿_o,riofrï¿_o
,,,,Rionegro,rionegro
,,,,Riosucio,riosucio
,,,,Rosas,rosas
,,,,Sabana de Torres,sabana de torres
,,,,Samanï¿_,samanï¿_
,,,,San Benito  ,san benito
,,,,San Benito Abad,san benito abad
,,,,San Jos_ del Guaviare,san jos_ del guaviare
,,,,San Martï¿_n,san martï¿_n
,,,,San Pablo,san pablo
,,,,San Vicente de Chucuri,san vicente de chucuri
,,,,San Vicente del Caguï¿_n,san vicente del caguï¿_n
